graph_id,graph_edge_list
1037,"[[28, 5], [28, 20], [28, 10], [28, 2], [28, 8], [28, 35], [28, 14], [28, 37], [28, 32], [28, 36], [28, 39], [28, 13], [28, 12], [28, 34], [28, 40], [28, 1], [28, 16], [28, 22], [28, 4], [7, 42], [7, 20], [7, 18], [7, 29], [7, 0], [7, 6], [7, 2], [7, 11], [7, 26], [7, 39], [7, 17], [7, 19], [7, 1], [7, 33], [7, 41], [7, 27], [7, 21], [5, 39], [5, 20], [5, 3], [5, 2], [5, 8], [5, 31], [5, 13], [5, 14], [5, 37], [5, 24], [5, 9], [5, 36], [5, 25], [5, 15], [5, 40], [5, 16], [5, 33], [5, 23], [5, 30], [5, 38], [15, 20], [15, 40], [15, 3], [15, 33], [15, 30], [15, 38], [15, 37], [29, 39], [29, 20], [29, 0], [29, 2], [29, 19], [29, 42], [29, 26], [29, 18], [29, 21], [29, 17], [29, 11], [29, 1], [29, 33], [29, 41], [29, 27], [29, 6], [0, 42], [0, 20], [0, 11], [0, 26], [0, 39], [0, 21], [0, 17], [0, 19], [0, 1], [0, 41], [0, 33], [0, 2], [0, 6], [0, 27], [0, 18], [32, 22], [32, 20], [32, 10], [32, 35], [32, 8], [32, 13], [32, 14], [32, 37], [32, 16], [32, 36], [32, 12], [32, 34], [32, 40], [32, 1], [32, 4], [3, 20], [3, 38], [3, 40], [3, 30], [3, 13], [3, 33], [3, 8], [3, 37], [31, 24], [31, 20], [31, 25], [31, 9], [31, 33], [31, 23], [13, 20], [13, 10], [13, 35], [13, 12], [13, 37], [13, 1], [13, 36], [13, 39], [13, 14], [13, 34], [13, 40], [13, 16], [13, 2], [13, 22], [13, 8], [13, 4], [8, 20], [8, 10], [8, 40], [8, 14], [8, 37], [8, 39], [8, 16], [8, 36], [8, 22], [8, 12], [8, 34], [8, 2], [8, 1], [8, 35], [8, 4], [24, 20], [24, 25], [24, 9], [24, 23], [24, 33], [9, 20], [9, 25], [9, 23], [9, 33], [42, 39], [42, 20], [42, 2], [42, 19], [42, 26], [42, 18], [42, 21], [42, 17], [42, 11], [42, 1], [42, 33], [42, 41], [42, 27], [42, 6], [12, 22], [12, 20], [12, 10], [12, 14], [12, 37], [12, 35], [12, 16], [12, 36], [12, 34], [12, 40], [12, 1], [12, 4], [19, 20], [19, 11], [19, 39], [19, 26], [19, 18], [19, 21], [19, 17], [19, 2], [19, 1], [19, 33], [19, 41], [19, 27], [19, 6], [1, 17], [1, 39], [1, 40], [1, 27], [1, 21], [1, 22], [1, 20], [1, 10], [1, 11], [1, 14], [1, 37], [1, 35], [1, 36], [1, 18], [1, 34], [1, 2], [1, 16], [1, 33], [1, 41], [1, 26], [1, 6], [1, 4], [30, 20], [30, 40], [30, 33], [30, 38], [30, 37], [35, 22], [35, 20], [35, 10], [35, 14], [35, 37], [35, 16], [35, 36], [35, 34], [35, 40], [35, 4], [27, 39], [27, 20], [27, 17], [27, 6], [27, 2], [27, 11], [27, 18], [27, 33], [27, 41], [27, 26], [27, 21], [21, 20], [21, 11], [21, 39], [21, 26], [21, 18], [21, 17], [21, 33], [21, 2], [21, 41], [21, 6], [26, 39], [26, 20], [26, 17], [26, 6], [26, 2], [26, 11], [26, 18], [26, 33], [26, 41], [22, 20], [22, 10], [22, 14], [22, 37], [22, 16], [22, 36], [22, 34], [22, 40], [22, 4], [20, 25], [20, 10], [20, 2], [20, 14], [20, 37], [20, 40], [20, 17], [20, 36], [20, 18], [20, 38], [20, 34], [20, 11], [20, 16], [20, 33], [20, 23], [20, 41], [20, 39], [20, 6], [20, 4], [25, 23], [25, 33], [10, 14], [10, 37], [10, 16], [10, 36], [10, 34], [10, 40], [10, 4], [2, 39], [2, 41], [2, 11], [2, 36], [2, 18], [2, 17], [2, 33], [2, 6], [14, 37], [14, 36], [14, 39], [14, 34], [14, 40], [14, 16], [14, 4], [37, 40], [37, 36], [37, 34], [37, 16], [37, 33], [37, 38], [37, 4], [40, 34], [40, 36], [40, 16], [40, 33], [40, 38], [40, 4], [17, 39], [17, 6], [17, 11], [17, 18], [17, 33], [17, 41], [36, 16], [36, 39], [36, 34], [36, 4], [18, 39], [18, 11], [18, 33], [18, 41], [18, 6], [38, 33], [34, 16], [34, 4], [11, 39], [11, 6], [11, 33], [11, 41], [16, 39], [16, 4], [33, 6], [33, 23], [33, 41], [33, 39], [41, 39], [41, 6], [39, 6]]"
1038,"[[28, 47], [28, 29], [28, 51], [28, 13], [28, 8], [28, 35], [28, 18], [28, 49], [28, 44], [28, 41], [28, 33], [28, 6], [28, 46], [43, 5], [43, 52], [43, 17], [43, 29], [43, 0], [43, 32], [43, 31], [43, 13], [43, 24], [43, 1], [43, 49], [43, 9], [43, 46], [43, 21], [43, 25], [43, 20], [43, 10], [43, 51], [43, 11], [43, 37], [43, 35], [43, 48], [43, 36], [43, 15], [43, 44], [43, 16], [43, 33], [43, 2], [43, 41], [43, 4], [5, 2], [5, 25], [5, 52], [5, 49], [5, 29], [5, 10], [5, 11], [5, 15], [5, 31], [5, 37], [5, 17], [5, 32], [5, 16], [5, 33], [5, 48], [5, 41], [52, 2], [52, 49], [52, 29], [52, 10], [52, 32], [52, 31], [52, 37], [52, 17], [52, 25], [52, 15], [52, 11], [52, 16], [52, 33], [52, 48], [52, 41], [47, 29], [47, 51], [47, 44], [47, 8], [47, 13], [47, 35], [47, 18], [47, 49], [47, 41], [47, 33], [47, 6], [47, 46], [0, 20], [0, 29], [0, 51], [0, 44], [0, 31], [0, 13], [0, 35], [0, 24], [0, 9], [0, 36], [0, 49], [0, 32], [0, 1], [0, 33], [0, 41], [0, 46], [0, 21], [0, 4], [32, 17], [32, 29], [32, 44], [32, 31], [32, 13], [32, 24], [32, 1], [32, 49], [32, 9], [32, 46], [32, 21], [32, 25], [32, 20], [32, 10], [32, 51], [32, 11], [32, 37], [32, 35], [32, 36], [32, 15], [32, 2], [32, 16], [32, 33], [32, 48], [32, 41], [32, 4], [8, 29], [8, 51], [8, 44], [8, 13], [8, 35], [8, 18], [8, 49], [8, 41], [8, 33], [8, 48], [8, 6], [8, 46], [31, 17], [31, 29], [31, 44], [31, 13], [31, 24], [31, 1], [31, 49], [31, 9], [31, 46], [31, 21], [31, 25], [31, 20], [31, 10], [31, 51], [31, 11], [31, 37], [31, 35], [31, 48], [31, 36], [31, 15], [31, 16], [31, 33], [31, 2], [31, 41], [31, 4], [24, 20], [24, 29], [24, 51], [24, 44], [24, 13], [24, 35], [24, 9], [24, 36], [24, 49], [24, 1], [24, 33], [24, 41], [24, 46], [24, 21], [24, 4], [9, 20], [9, 29], [9, 51], [9, 44], [9, 13], [9, 35], [9, 36], [9, 49], [9, 1], [9, 33], [9, 41], [9, 46], [9, 21], [9, 4], [39, 7], [39, 22], [39, 15], [39, 29], [39, 10], [39, 11], [39, 34], [39, 30], [39, 12], [39, 42], [39, 14], [39, 17], [39, 27], [39, 41], [39, 53], [39, 50], [49, 17], [49, 29], [49, 13], [49, 1], [49, 18], [49, 4], [49, 27], [49, 46], [49, 21], [49, 25], [49, 20], [49, 10], [49, 51], [49, 11], [49, 37], [49, 35], [49, 48], [49, 36], [49, 15], [49, 44], [49, 16], [49, 33], [49, 2], [49, 41], [49, 22], [49, 6], [49, 50], [40, 19], [40, 45], [40, 3], [40, 23], [40, 41], [40, 26], [1, 20], [1, 29], [1, 51], [1, 44], [1, 13], [1, 35], [1, 36], [1, 33], [1, 41], [1, 46], [1, 21], [1, 4], [46, 13], [46, 18], [46, 21], [46, 20], [46, 29], [46, 51], [46, 41], [46, 35], [46, 36], [46, 44], [46, 33], [46, 6], [46, 4], [21, 20], [21, 29], [21, 51], [21, 35], [21, 36], [21, 13], [21, 44], [21, 33], [21, 41], [21, 4], [22, 7], [22, 15], [22, 29], [22, 10], [22, 11], [22, 14], [22, 53], [22, 4], [22, 17], [22, 42], [22, 12], [22, 41], [22, 30], [22, 48], [22, 34], [22, 27], [22, 50], [20, 29], [20, 51], [20, 35], [20, 36], [20, 13], [20, 44], [20, 33], [20, 41], [20, 4], [29, 10], [29, 51], [29, 14], [29, 37], [29, 15], [29, 44], [29, 16], [29, 27], [29, 48], [29, 6], [29, 4], [29, 7], [29, 42], [29, 34], [29, 13], [29, 35], [29, 25], [29, 30], [29, 53], [29, 33], [29, 11], [29, 12], [29, 36], [29, 18], [29, 17], [29, 2], [29, 50], [29, 41], [29, 26], [10, 7], [10, 17], [10, 4], [10, 42], [10, 12], [10, 26], [10, 30], [10, 53], [10, 25], [10, 11], [10, 14], [10, 37], [10, 48], [10, 27], [10, 18], [10, 34], [10, 2], [10, 16], [10, 33], [10, 15], [10, 41], [10, 50], [51, 13], [51, 18], [51, 41], [51, 35], [51, 36], [51, 44], [51, 33], [51, 6], [51, 4], [45, 19], [45, 3], [45, 23], [45, 41], [45, 26], [14, 7], [14, 34], [14, 11], [14, 17], [14, 42], [14, 12], [14, 15], [14, 30], [14, 27], [14, 41], [14, 53], [14, 50], [37, 2], [37, 15], [37, 17], [37, 25], [37, 11], [37, 16], [37, 33], [37, 48], [37, 41], [15, 7], [15, 17], [15, 33], [15, 42], [15, 12], [15, 30], [15, 53], [15, 25], [15, 11], [15, 4], [15, 18], [15, 34], [15, 2], [15, 16], [15, 27], [15, 48], [15, 41], [15, 26], [15, 50], [44, 13], [44, 18], [44, 41], [44, 35], [44, 36], [44, 33], [44, 6], [44, 4], [16, 2], [16, 11], [16, 17], [16, 25], [16, 33], [16, 48], [16, 41], [33, 17], [33, 13], [33, 18], [33, 25], [33, 11], [33, 35], [33, 48], [33, 36], [33, 2], [33, 41], [33, 26], [33, 6], [33, 4], [23, 3], [23, 19], [23, 41], [23, 26], [23, 38], [6, 13], [6, 35], [6, 18], [6, 41], [38, 3], [38, 41], [38, 26], [38, 19], [4, 13], [4, 25], [4, 53], [4, 35], [4, 36], [4, 18], [4, 48], [4, 41], [4, 26], [7, 42], [7, 11], [7, 17], [7, 12], [7, 34], [7, 30], [7, 27], [7, 41], [7, 53], [7, 50], [42, 11], [42, 34], [42, 30], [42, 12], [42, 17], [42, 27], [42, 41], [42, 53], [42, 50], [34, 11], [34, 12], [34, 17], [34, 30], [34, 27], [34, 41], [34, 53], [34, 50], [11, 17], [11, 12], [11, 30], [11, 53], [11, 25], [11, 2], [11, 27], [11, 48], [11, 41], [11, 50], [13, 35], [13, 18], [13, 41], [13, 36], [3, 19], [3, 41], [3, 26], [35, 18], [35, 41], [35, 36], [18, 25], [18, 41], [19, 41], [19, 26], [30, 12], [30, 17], [30, 27], [30, 41], [30, 53], [30, 50], [53, 17], [53, 12], [53, 27], [53, 48], [53, 41], [53, 50], [48, 25], [48, 17], [48, 2], [48, 41], [25, 2], [25, 17], [25, 41], [2, 17], [2, 41], [12, 17], [12, 27], [12, 41], [12, 50], [36, 41], [17, 27], [17, 41], [17, 50], [27, 41], [27, 50], [50, 41], [41, 26]]"
1039,"[[7, 5], [7, 10], [7, 11], [7, 3], [7, 13], [7, 16], [7, 18], [7, 17], [7, 19], [7, 9], [7, 1], [7, 4], [5, 18], [5, 17], [5, 10], [5, 16], [5, 11], [5, 3], [5, 13], [15, 18], [15, 6], [15, 12], [15, 0], [11, 10], [11, 3], [11, 13], [11, 16], [11, 18], [11, 17], [11, 19], [11, 9], [11, 1], [11, 4], [0, 18], [0, 6], [0, 12], [2, 8], [2, 18], [2, 14], [3, 10], [3, 13], [3, 16], [3, 18], [3, 17], [3, 19], [3, 9], [3, 1], [3, 4], [10, 13], [10, 1], [10, 18], [10, 17], [10, 19], [10, 9], [10, 16], [10, 4], [13, 16], [13, 18], [13, 17], [13, 19], [13, 9], [13, 1], [13, 4], [12, 18], [12, 6], [9, 18], [9, 17], [9, 1], [9, 19], [9, 4], [18, 14], [18, 17], [18, 19], [18, 1], [18, 16], [18, 6], [18, 8], [18, 4], [14, 8], [17, 16], [17, 19], [17, 1], [17, 4], [19, 1], [19, 4], [1, 4]]"
104,"[[5, 1], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [6, 4]]"
1041,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
1042,"[[7, 5], [7, 15], [7, 10], [7, 9], [7, 6], [7, 0], [7, 13], [7, 12], [5, 15], [5, 10], [5, 9], [5, 6], [5, 0], [5, 13], [5, 12], [0, 10], [0, 11], [0, 3], [0, 13], [0, 14], [0, 9], [0, 12], [0, 15], [0, 2], [0, 1], [0, 16], [0, 6], [0, 8], [0, 4], [2, 1], [2, 12], [2, 15], [2, 16], [2, 11], [2, 3], [2, 8], [2, 14], [2, 4], [3, 1], [3, 12], [3, 15], [3, 11], [3, 16], [3, 8], [3, 14], [3, 4], [10, 15], [10, 9], [10, 6], [10, 13], [10, 12], [13, 15], [13, 9], [13, 6], [13, 12], [14, 16], [14, 11], [14, 15], [14, 1], [14, 8], [14, 12], [14, 4], [9, 15], [9, 6], [9, 12], [12, 15], [12, 11], [12, 1], [12, 16], [12, 6], [12, 8], [12, 4], [15, 11], [15, 1], [15, 16], [15, 6], [15, 8], [15, 4], [11, 16], [11, 1], [11, 8], [11, 4], [1, 16], [1, 8], [1, 4], [16, 8], [16, 4], [8, 4]]"
1043,"[[7, 5], [7, 15], [7, 0], [7, 11], [7, 3], [7, 10], [7, 13], [7, 12], [7, 9], [7, 18], [7, 14], [7, 17], [7, 2], [7, 1], [7, 16], [7, 6], [7, 8], [7, 4], [5, 15], [5, 0], [5, 11], [5, 3], [5, 10], [5, 13], [5, 14], [5, 9], [5, 18], [5, 12], [5, 17], [5, 2], [5, 1], [5, 16], [5, 6], [5, 8], [5, 4], [15, 0], [15, 2], [15, 3], [15, 10], [15, 13], [15, 12], [15, 9], [15, 18], [15, 14], [15, 17], [15, 11], [15, 1], [15, 16], [15, 6], [15, 8], [15, 4], [0, 10], [0, 11], [0, 3], [0, 13], [0, 12], [0, 9], [0, 18], [0, 14], [0, 17], [0, 2], [0, 1], [0, 16], [0, 6], [0, 8], [0, 4], [2, 11], [2, 3], [2, 10], [2, 13], [2, 12], [2, 9], [2, 18], [2, 14], [2, 17], [2, 1], [2, 16], [2, 6], [2, 8], [2, 4], [3, 8], [3, 10], [3, 13], [3, 12], [3, 9], [3, 18], [3, 14], [3, 17], [3, 11], [3, 1], [3, 16], [3, 6], [3, 4], [10, 13], [10, 12], [10, 9], [10, 18], [10, 14], [10, 17], [10, 11], [10, 1], [10, 16], [10, 6], [10, 8], [10, 4], [13, 12], [13, 9], [13, 18], [13, 14], [13, 17], [13, 11], [13, 1], [13, 16], [13, 6], [13, 8], [13, 4], [12, 14], [12, 9], [12, 18], [12, 17], [12, 11], [12, 1], [12, 16], [12, 6], [12, 8], [12, 4], [9, 16], [9, 18], [9, 14], [9, 17], [9, 11], [9, 1], [9, 6], [9, 8], [9, 4], [18, 14], [18, 17], [18, 11], [18, 1], [18, 16], [18, 6], [18, 8], [18, 4], [14, 17], [14, 11], [14, 1], [14, 16], [14, 6], [14, 8], [14, 4], [17, 11], [17, 1], [17, 16], [17, 6], [17, 8], [17, 4], [11, 1], [11, 16], [11, 6], [11, 8], [11, 4], [1, 16], [1, 6], [1, 8], [1, 4], [16, 6], [16, 8], [16, 4], [6, 8], [6, 4], [8, 4]]"
1044,"[[7, 1], [7, 10], [7, 5], [7, 0], [7, 9], [7, 11], [7, 3], [7, 2], [7, 6], [7, 8], [7, 4], [5, 1], [5, 0], [5, 9], [5, 11], [5, 3], [5, 2], [5, 6], [5, 8], [5, 10], [5, 4], [0, 1], [0, 10], [0, 9], [0, 11], [0, 3], [0, 2], [0, 6], [0, 8], [0, 4], [11, 9], [11, 1], [11, 2], [11, 3], [11, 10], [11, 6], [11, 8], [11, 4], [3, 1], [3, 9], [3, 2], [3, 8], [3, 10], [3, 6], [3, 4], [10, 1], [10, 9], [10, 2], [10, 6], [10, 8], [10, 4], [1, 9], [1, 2], [1, 6], [1, 8], [1, 4], [2, 9], [2, 6], [2, 8], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8], [6, 4], [8, 4]]"
1045,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1046,"[[7, 5], [7, 10], [7, 2], [7, 3], [7, 0], [7, 12], [7, 1], [7, 11], [7, 9], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 11], [5, 8], [5, 10], [5, 6], [5, 12], [5, 4], [0, 10], [0, 1], [0, 11], [0, 8], [0, 6], [0, 12], [0, 4], [11, 10], [11, 1], [11, 8], [11, 6], [11, 12], [11, 4], [3, 9], [3, 2], [3, 4], [10, 1], [10, 8], [10, 6], [10, 12], [10, 4], [12, 1], [12, 8], [12, 6], [12, 4], [1, 8], [1, 6], [1, 4], [2, 9], [2, 4], [9, 4], [6, 8], [6, 4], [8, 4]]"
1047,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1048,"[[28, 7], [28, 22], [28, 17], [28, 29], [28, 10], [28, 11], [28, 3], [28, 24], [28, 16], [28, 25], [28, 15], [28, 19], [28, 9], [28, 30], [28, 2], [28, 6], [28, 18], [28, 4], [7, 22], [7, 17], [7, 29], [7, 10], [7, 11], [7, 24], [7, 16], [7, 25], [7, 15], [7, 19], [7, 9], [7, 30], [7, 2], [7, 6], [7, 18], [7, 4], [5, 21], [5, 25], [5, 20], [5, 29], [5, 0], [5, 3], [5, 13], [5, 14], [5, 24], [5, 16], [5, 18], [5, 12], [5, 17], [5, 19], [5, 1], [5, 27], [5, 23], [5, 26], [5, 8], [17, 29], [17, 0], [17, 3], [17, 13], [17, 24], [17, 9], [17, 18], [17, 12], [17, 19], [17, 1], [17, 30], [17, 21], [17, 25], [17, 20], [17, 10], [17, 2], [17, 14], [17, 26], [17, 15], [17, 11], [17, 16], [17, 27], [17, 23], [17, 6], [17, 22], [17, 8], [17, 4], [29, 0], [29, 3], [29, 13], [29, 24], [29, 9], [29, 18], [29, 12], [29, 19], [29, 1], [29, 30], [29, 21], [29, 25], [29, 20], [29, 10], [29, 2], [29, 14], [29, 26], [29, 15], [29, 11], [29, 16], [29, 27], [29, 23], [29, 6], [29, 22], [29, 8], [29, 4], [0, 21], [0, 20], [0, 25], [0, 3], [0, 13], [0, 14], [0, 24], [0, 16], [0, 18], [0, 12], [0, 19], [0, 1], [0, 27], [0, 23], [0, 26], [0, 8], [3, 8], [3, 13], [3, 24], [3, 9], [3, 18], [3, 14], [3, 19], [3, 1], [3, 21], [3, 25], [3, 20], [3, 12], [3, 15], [3, 16], [3, 27], [3, 23], [3, 6], [3, 26], [13, 21], [13, 20], [13, 25], [13, 14], [13, 24], [13, 16], [13, 18], [13, 12], [13, 19], [13, 1], [13, 27], [13, 23], [13, 26], [13, 8], [24, 9], [24, 18], [24, 12], [24, 19], [24, 1], [24, 30], [24, 21], [24, 25], [24, 20], [24, 10], [24, 2], [24, 14], [24, 26], [24, 15], [24, 11], [24, 16], [24, 27], [24, 23], [24, 6], [24, 22], [24, 8], [24, 4], [9, 22], [9, 10], [9, 11], [9, 25], [9, 15], [9, 19], [9, 16], [9, 30], [9, 2], [9, 6], [9, 18], [9, 4], [18, 22], [18, 12], [18, 19], [18, 1], [18, 30], [18, 21], [18, 25], [18, 20], [18, 10], [18, 2], [18, 14], [18, 15], [18, 11], [18, 16], [18, 27], [18, 23], [18, 6], [18, 26], [18, 8], [18, 4], [12, 20], [12, 25], [12, 14], [12, 8], [12, 16], [12, 19], [12, 1], [12, 27], [12, 23], [12, 26], [12, 21], [19, 1], [19, 30], [19, 21], [19, 25], [19, 20], [19, 10], [19, 2], [19, 14], [19, 26], [19, 15], [19, 11], [19, 16], [19, 27], [19, 23], [19, 6], [19, 22], [19, 8], [19, 4], [1, 21], [1, 20], [1, 25], [1, 14], [1, 16], [1, 27], [1, 23], [1, 26], [1, 8], [30, 25], [30, 10], [30, 11], [30, 16], [30, 15], [30, 2], [30, 6], [30, 22], [30, 4], [21, 20], [21, 25], [21, 14], [21, 16], [21, 27], [21, 23], [21, 26], [21, 8], [25, 22], [25, 20], [25, 10], [25, 2], [25, 14], [25, 15], [25, 11], [25, 16], [25, 27], [25, 23], [25, 6], [25, 26], [25, 8], [25, 4], [20, 14], [20, 8], [20, 16], [20, 27], [20, 23], [20, 26], [10, 11], [10, 16], [10, 15], [10, 2], [10, 6], [10, 22], [10, 4], [2, 11], [2, 16], [2, 15], [2, 6], [2, 22], [2, 4], [14, 16], [14, 27], [14, 23], [14, 26], [14, 8], [26, 16], [26, 27], [26, 23], [26, 8], [15, 22], [15, 11], [15, 16], [15, 6], [15, 4], [11, 16], [11, 6], [11, 22], [11, 4], [16, 27], [16, 23], [16, 6], [16, 22], [16, 8], [16, 4], [27, 8], [27, 23], [23, 8], [6, 22], [6, 4], [22, 4]]"
1049,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
105,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1050,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1052,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 2], [0, 3], [0, 6], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1053,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
1054,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1055,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1056,"[[7, 5], [7, 0], [7, 9], [7, 10], [7, 13], [7, 12], [7, 4], [5, 10], [5, 2], [5, 3], [5, 0], [5, 13], [5, 14], [5, 1], [5, 12], [5, 11], [5, 9], [5, 6], [5, 8], [5, 4], [0, 10], [0, 9], [0, 13], [0, 12], [0, 4], [11, 1], [11, 2], [11, 3], [11, 6], [11, 8], [11, 14], [3, 1], [3, 2], [3, 8], [3, 6], [3, 14], [10, 9], [10, 13], [10, 12], [10, 4], [13, 9], [13, 12], [13, 4], [14, 1], [14, 2], [14, 6], [14, 8], [9, 12], [9, 4], [12, 4], [2, 1], [2, 6], [2, 8], [1, 6], [1, 8], [6, 8]]"
1057,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [9, 8], [9, 4], [2, 3], [2, 6], [2, 8], [3, 8], [3, 6], [6, 8], [8, 4]]"
1058,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
1059,"[[7, 9], [7, 5], [7, 12], [7, 0], [7, 16], [7, 8], [7, 10], [7, 13], [7, 14], [7, 4], [5, 9], [5, 12], [5, 0], [5, 16], [5, 8], [5, 10], [5, 13], [5, 14], [5, 4], [0, 9], [0, 12], [0, 10], [0, 16], [0, 8], [0, 13], [0, 14], [0, 4], [2, 15], [2, 10], [2, 1], [2, 11], [2, 3], [2, 6], [3, 11], [3, 15], [3, 10], [3, 1], [3, 6], [10, 11], [10, 13], [10, 14], [10, 9], [10, 12], [10, 15], [10, 1], [10, 16], [10, 6], [10, 8], [10, 4], [13, 9], [13, 12], [13, 16], [13, 8], [13, 14], [13, 4], [14, 9], [14, 16], [14, 8], [14, 12], [14, 4], [9, 16], [9, 8], [9, 12], [9, 4], [12, 16], [12, 8], [12, 4], [15, 11], [15, 1], [15, 6], [11, 1], [11, 6], [1, 6], [16, 8], [16, 4], [8, 4]]"
106,"[[7, 1], [7, 0], [7, 4], [5, 2], [5, 3], [5, 6], [5, 8], [5, 0], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 4], [2, 8], [2, 6], [2, 3], [3, 8], [3, 6], [6, 8]]"
1060,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
1062,"[[7, 1], [7, 9], [7, 3], [7, 10], [5, 2], [5, 9], [5, 11], [5, 8], [5, 0], [5, 6], [5, 4], [0, 2], [0, 9], [0, 11], [0, 8], [0, 6], [0, 4], [11, 9], [11, 2], [11, 8], [11, 6], [11, 4], [3, 1], [3, 9], [3, 10], [10, 1], [10, 9], [1, 9], [2, 9], [2, 8], [2, 6], [2, 4], [9, 6], [9, 8], [9, 4], [6, 8], [6, 4], [8, 4]]"
