graph_id,graph_edge_list,node_labels
5306,"[[7, 6], [7, 4], [3, 5], [3, 6], [3, 2], [5, 8], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'C', 'C', 'C', 'C', 'S', 'N']"
5320,"[[4, 1], [4, 6], [9, 7], [2, 1], [5, 7], [5, 3], [3, 1], [6, 7], [7, 8], [0, 1]]","['B', 'N', 'C', 'C', 'C', 'C', 'C', 'N', 'B', 'C']"
5343,"[[7, 3], [7, 8], [3, 5], [3, 6], [3, 1], [5, 6], [8, 4], [1, 0], [1, 2], [1, 4]]","['Cl', 'Ni', 'Cl', 'N', 'N', 'C', 'C', 'C', 'C']"
559,"[[0, 1]]","['F', 'Li']"
5640,"[[7, 8], [7, 6], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'C', 'O']"
5670,"[[7, 4], [7, 9], [3, 1], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'C']"
6,"[[7, 4], [7, 9], [3, 0], [3, 5], [3, 4], [5, 8], [8, 9], [6, 4], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'C']"
6004,"[[7, 2], [7, 9], [3, 0], [5, 1], [8, 2], [6, 1], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'C']"
602,"[[7, 5], [7, 6], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'N', 'C', 'C', 'C', 'C']"
6072,"[[0, 3], [0, 1], [0, 2]]","['N', 'O', 'O', 'O']"
6080,"[[7, 3], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'C', 'C', 'N', 'O', 'N', 'N', 'C']"
6216,"[[7, 6], [3, 0], [5, 2], [8, 6], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'O', 'C', 'O', 'N', 'C', 'N', 'O', 'O']"
6260,"[[7, 4], [3, 0], [5, 2], [8, 4], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'C', 'C', 'N', 'N', 'N', 'N']"
6265,"[[7, 5], [7, 4], [3, 5], [3, 1], [5, 8], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'C', 'C', 'S', 'N', 'S']"
6389,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'S', 'S', 'C', 'C']"
6396,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [1, 0], [1, 2], [4, 2]]","['C', 'N', 'C', 'C', 'O', 'C', 'S', 'S', 'C']"
642,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [8, 6], [8, 9], [1, 0], [1, 2], [1, 4]]","['C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C']"
6484,"[[7, 5], [7, 9], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'N', 'O', 'C', 'C', 'C', 'C', 'C', 'C']"
65,"[[7, 2], [3, 0], [3, 8], [3, 9], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O']"
6756,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [1, 0], [0, 2], [4, 2]]","['C', 'O', 'C', 'C', 'N', 'O', 'C', 'C', 'C']"
6786,"[[7, 6], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'C', 'O']"
68,"[[7, 2], [3, 0], [3, 8], [5, 1], [6, 1], [1, 0], [1, 4], [9, 4], [0, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'N']"
6998,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [8, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'N', 'C', 'C', 'N']"
7280,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'N', 'N', 'N', 'N']"
769,"[[7, 5], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'N', 'C', 'C', 'C']"
7766,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'S', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'O']"
7833,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'Se', 'N', 'C']"
7909,"[[0, 3], [0, 1], [0, 4], [0, 2]]","['As', 'O', 'O', 'O', 'O']"
8124,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'S', 'C', 'C', 'N', 'C', 'C']"
830,"[[7, 5], [7, 9], [3, 5], [3, 1], [8, 6], [6, 4], [6, 9], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'S', 'N', 'S', 'C', 'C', 'C', 'S', 'N']"
8913,"[[7, 5], [7, 8], [3, 0], [5, 1], [8, 9], [6, 2], [1, 0], [0, 4], [0, 2]]","['C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'O', 'C']"
906,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['C', 'N', 'C', 'N', 'O', 'C', 'C', 'C', 'O']"
91,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'C', 'C', 'S', 'S']"
9102,"[[7, 3], [7, 4], [7, 9], [3, 1], [3, 6], [5, 2], [5, 8], [5, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'O', 'N']"
9275,"[[7, 5], [7, 4], [3, 5], [3, 6], [3, 2], [5, 8], [8, 9], [6, 9], [1, 0], [0, 2], [4, 2]]","['S', 'C', 'C', 'N', 'N', 'C', 'N', 'N', 'N', 'C']"
9344,"[[7, 3], [7, 8], [7, 9], [3, 1], [5, 4], [5, 2], [8, 6], [6, 2], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'N', 'N', 'N', 'C', 'C', 'N', 'O']"
9366,"[[7, 3], [7, 9], [3, 1], [5, 8], [5, 2], [6, 2], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'N', 'N', 'C', 'O', 'C', 'C', 'N']"
940,"[[7, 6], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'O', 'O']"
9833,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 1], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'N']"
986,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'O', 'N', 'C', 'N', 'C', 'C', 'C']"
990,"[[7, 3], [3, 0], [5, 1], [5, 9], [8, 4], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'N', 'N', 'N', 'N']"
